fight_pk,fighter,res,avg_kd,avg_kds_received,avg_pass,avg_rev,avg_sig_reg_mixture,avg_sig_reg_percent,avg_sig_strike_attempts,avg_sig_strike_differential,avg_sig_strike_landed,avg_sig_strike_percent,avg_sig_strikes_avoided,avg_sig_strikes_received,avg_strike_attempts,avg_strike_differential,avg_strike_landed,avg_strike_percent,avg_strikes_avoided,avg_strikes_received,avg_sub_attempts,avg_td_attempts,avg_td_landed,avg_td_percent,avg_tds_defended,avg_tds_received,days_since_last_fight,loss_could_not_continue,loss_decision,loss_dq,loss_ko/tko,loss_other,loss_overturned,loss_submission,loss_tko,num_fights,total_kds_received,total_losses,total_rounds,total_sig_strikes_absorbed,total_strikes_absorbed,total_wins,weight_class,win_could_not_continue,win_decision,win_dq,win_ko/tko,win_other,win_overturned,win_submission,win_tko,elo
2045,Roger Hollett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Heavyweight,0,0,0,0,0,0,0,0,1500
2041,Sean Pierson,1,0.5,0.5,1.25,0,0.8874342489772064,0.3716247736128642,160.25,17.75,64.75,0.34103100456855395,131.75,33,187.25,25.25,88.25,0.39752233447440927,133.25,38,0.5,2,0.5,0.16666666666666666,1.5,0.75,106,0,1,0,1,0,0,0,0,4,6,2,12,134,159,2,Men_Welterweight,0,2,0,0,0,0,0,0,1503.7635841749159
2039,Seth Baczynski,1,0.6666666666666666,0,1.3333333333333333,0,0.9396123396123396,0.3879969418960245,87.66666666666667,9.666666666666666,33,0.37109797189904,15,14.333333333333334,92.33333333333333,9,37.333333333333336,0.40360360360360364,15,21.333333333333332,1,3,0.3333333333333333,0.06666666666666667,0,0.3333333333333333,106,0,0,0,0,0,0,0,0,3,4,0,9,66,160,3,Men_Welterweight,0,1,0,0,0,0,2,0,1526.213550983824
2039,Simeon Thoresen,0,0,0,2,1,0.5726495726495726,0.6413043478260869,67,0,37,0.5522388059701493,26,28,117,0,81,0.6923076923076923,39,98,3,4,1,0.25,0,0,161,0,0,0,0,0,0,0,0,1,0,0,3,28,98,1,Men_Welterweight,0,0,0,0,0,0,1,0,1512.5
2042,TJ Grant,1,0,0,3,1,0.6153846153846154,0.5238095238095238,64,0,24,0.375,50,10,104,0,64,0.6153846153846154,50,11,3,2,2,1,2,1,130,0,0,0,0,0,0,0,0,2,1,0,6,37,44,2,Men_Lightweight,0,1,0,0,0,0,1,0,1524.9963560447836
2043,Vinny Magalhaes,1,0,1,0,0,1,0.2,20,0,4,0.2,15,15,20,0,4,0.2,15,15,0,0,0,0,0,0,1253,0,1,0,1,0,0,0,0,2,0,2,6,59,60,0,Men_Heavyweight,0,0,0,0,0,0,0,0,1475.8978981736275
2048,Vitor Belfort,0,0.4,0.1,0.8,0,0,0,15.9,-0.6,8.9,0.5723111658456486,8.3,13.3,18.7,-4.5,11.6,0,8.8,27.3,0.5,0.8,0.6,0.275,0.3,0.3,2786,0,2,0,1,0,0,0,1,10,7,4,24,160,374,6,Men_Heavyweight,0,0,0,4,0,0,1,1,1564.4733073135615
2038,Walel Watson,0,1.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.9719101123595505,0.31888004468649633,73,3,21.666666666666668,0.31040023371311715,21,11,78,3,26,0.32664526484751205,21,11,0.6666666666666666,0.3333333333333333,0,0,1.3333333333333333,0.6666666666666666,220,0,2,0,0,0,0,0,0,3,5,2,9,118,187,1,Men_Bantamweight,0,0,0,1,0,0,0,0,1486.6471206221838
2052,Akira Corassani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Featherweight,0,0,0,0,0,0,0,0,1500
2058,Amir Sadollah,0,0,0.25,0.875,0,0.9264363159932567,0.4195442485951588,127.75,24.875,60.25,0.3974841586632294,69.375,39.5,136.5,20,68.25,0.43677369133908456,71.125,52.5,0,1.625,0.5,0.25,1.75,1.25,137,0,2,0,1,0,0,0,0,8,14,3,24,341,452,5,Men_Welterweight,0,4,0,1,0,0,0,0,1533.4837551714916
2052,Andy Ogle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Featherweight,0,0,0,0,0,0,0,0,1500
2057,Brad Pickett,1,0,1,0,0,1,0.17857142857142858,56,0,10,0.17857142857142858,61,37,56,0,10,0.17857142857142858,61,38,0,0,0,0,1,0,168,0,0,0,0,0,0,1,0,2,1,1,6,60,72,1,Men_Bantamweight,0,0,0,0,0,0,1,0,1500.4333565869763
2051,Brad Tavares,1,0.25,0.25,2,0.5,0.5907354223293502,0.6562078272604588,33,1.75,17.75,0.5406100856764994,18,24.5,61,2.5,43.5,0.7140109749217909,21.25,60.5,0,4.75,1.75,0.3125,4.25,0.5,137,0,1,0,0,0,0,0,0,4,3,1,12,108,240,3,Men_Middleweight,0,2,0,1,0,0,0,0,1522.6008819576346
2054,Che Mills,1,2,0,0,0,1,0.6875,16,0,11,0.6875,9,1,16,0,11,0.6875,9,1,0,0,0,0,1,0,161,0,0,0,1,0,0,0,0,2,2,1,6,48,76,1,Men_Welterweight,0,0,0,1,0,0,0,0,1500.9434848929607
2050,DaMarques Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Catchweight,0,0,0,0,0,0,0,0,1491.051509340403
2058,Dan Hardy,1,0.2222222222222222,0.2222222222222222,0,0,0.7980033254296894,0.3910883883889284,97.33333333333333,-6.666666666666667,30.88888888888889,0.3063851925124252,44.666666666666664,44.77777777777778,115.55555555555556,-26.555555555555557,47.888888888888886,0.435390839288597,48.111111111111114,82,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.19444444444444445,1.1111111111111112,2.5555555555555554,126,0,2,0,1,0,0,1,0,9,20,4,29,364,697,5,Men_Welterweight,0,3,0,2,0,0,0,0,1517.945075365548
2054,Duane Ludwig,0,0.4,0.4,0,0,0.9658898638974487,0.6717765056043316,121.4,13.6,49.6,0.6650621118012422,45.6,32,124.8,10.4,52.6,0.6778118783282566,45.8,37.2,0,1.2,0.2,0.1,2.6,0.6,126,0,0,0,1,0,0,1,0,5,3,2,15,178,205,3,Men_Welterweight,0,2,0,1,0,0,0,0,1499.7282620479925
2050,Gunnar Nelson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Catchweight,0,0,0,0,0,0,0,0,1500
2049,Jason Young,0,0,0,0,0,0.8276787575568063,0.3881032087631801,145.66666666666666,-6.666666666666667,48.666666666666664,0.3287784679089027,57.333333333333336,59.666666666666664,179.66666666666666,6,81.33333333333333,0.43532416093391707,59.333333333333336,74.66666666666667,0,1,0.6666666666666666,0.2222222222222222,4.666666666666667,4.666666666666667,168,0,2,0,0,0,0,0,0,3,9,2,9,138,258,1,Men_Featherweight,0,1,0,0,0,0,0,0,1487.165951718685
2053,Jimi Manuwa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Heavyweight,0,0,0,0,0,0,0,0,1500
2055,John Hathaway,1,0.14285714285714285,0,2.142857142857143,0.14285714285714285,0.567031055738492,0.5580966671129274,94.71428571428571,19.285714285714285,41.714285714285715,0.439386511191785,30.142857142857142,20.571428571428573,180.57142857142858,47.857142857142854,114.57142857142857,0.6210396441386605,33.285714285714285,52.42857142857143,1,5.714285714285714,3.142857142857143,0.4517006802721089,2.7142857142857144,1.8571428571428572,147,0,1,0,0,0,0,0,0,7,14,1,21,177,400,6,Men_Welterweight,0,5,0,1,0,0,0,0,1557.5204218673769
2055,John Maguire,0,0,1,7,1,0.4318181818181818,0.7698412698412699,38,0,27,0.7105263157894737,36,28,88,0,70,0.7954545454545454,42,45,2,9,6,0.6666666666666666,2,0,168,0,0,0,0,0,0,0,0,2,0,0,6,43,78,2,Men_Welterweight,0,1,0,0,0,0,1,0,1525.066105121226
2053,Kyle Kingsbury,0,0.14285714285714285,0,0.7142857142857143,0,0.6575813249688102,0.6053753988526992,88.28571428571429,0.8571428571428571,37,0.4713598707360674,45.857142857142854,37.42857142857143,127.85714285714286,0.42857142857142855,75.14285714285714,0.6493392890326196,49,83.85714285714286,0,4.714285714285714,2.2857142857142856,0.19754055468341183,4.428571428571429,3,126,0,2,0,0,0,0,1,0,7,14,3,21,263,544,4,Men_Heavyweight,0,3,0,1,0,0,0,0,1510.3943347011996
2056,Matt Wiman,1,0.08333333333333333,0.25,1.75,0.3333333333333333,0.6785099083070438,0.550265803639646,63.5,5.75,29.25,0.48366676608403,38.916666666666664,25.333333333333332,87.91666666666667,4,49.416666666666664,0.5884119009895181,44.166666666666664,54.5,1.5833333333333333,4.666666666666667,1.9166666666666667,0.47578914141414147,1,0.75,364,0,3,0,1,0,0,0,0,12,11,4,36,343,803,8,Men_Lightweight,0,4,0,2,0,0,2,0,1545.8387648749106
2056,Paul Sass,0,0,0,0,0,0.5111111111111111,0.49780701754385964,8,-0.3333333333333333,2,0.375,10.666666666666666,4.666666666666667,15.333333333333334,1.3333333333333333,8,0.5305555555555556,10.666666666666666,7.666666666666667,3.6666666666666665,2.3333333333333335,0,0,0,0,126,0,0,0,0,0,0,0,0,3,0,0,9,13,19,3,Men_Lightweight,0,0,0,0,0,0,3,0,1537.2043116460923
2049,Robert Peralta,1,0,0,0,0,0.8106508875739645,0.6176470588235294,137,0,80,0.583941605839416,78,51,169,0,109,0.6449704142011834,78,57,0,1,1,1,11,2,322,0,0,0,0,0,1,0,0,2,3,1,6,101,122,1,Men_Featherweight,0,1,0,0,0,0,0,0,1524.5666434130237
2059,Stefan Struve,1,0.18181818181818182,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.779017488431672,0.47309370981379467,33.45454545454545,-3.090909090909091,16.545454545454547,0.4397459021512527,20.636363636363637,21.09090909090909,47.63636363636363,0.7272727272727273,28.636363636363637,0.48739628490752646,22.181818181818183,26.181818181818183,1.5454545454545454,0.36363636363636365,0.2727272727272727,0.2727272727272727,0,0.36363636363636365,126,0,0,0,3,0,0,0,0,11,4,3,33,224,283,8,Men_Heavyweight,0,1,0,3,0,0,4,0,1559.1292637137963
2059,Stipe Miocic,0,0.3333333333333333,0,4.666666666666667,0,0.8241715399610136,0.520703933747412,100.33333333333333,5.333333333333333,48,0.476111571389119,70.33333333333333,37,126.33333333333333,7.666666666666667,72,0.5569200779727095,71.66666666666667,55.666666666666664,0,4.666666666666667,2.6666666666666665,0.38095238095238093,0.6666666666666666,0.6666666666666666,126,0,0,0,0,0,0,0,0,3,1,0,9,91,120,3,Men_Heavyweight,0,1,0,2,0,0,0,0,1536.9785490817655
2051,Tom Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Middleweight,0,0,0,0,0,0,0,0,1500
2057,Yves Jabouin,0,0,0,1,0.6666666666666666,0.9937694704049843,0.3569640062597809,100.66666666666667,1.3333333333333333,35.666666666666664,0.35492662473794545,84.66666666666667,37.666666666666664,101.33333333333333,-2.3333333333333335,36.333333333333336,0.3589823468328141,88,50,0,6,2,0.3333333333333333,3,2,137,0,0,0,0,0,0,0,0,3,3,0,9,98,135,3,Men_Bantamweight,0,3,0,0,0,0,0,0,1526.2388991985897
2064,Aaron Simpson,0,0,0,3,0,0.5185185185185185,0.7073170731707317,70,0,48,0.6857142857142857,21,29,135,0,97,0.7185185185185186,21,42,0,14,6,0.42857142857142855,6,0,86,0,0,0,0,0,0,0,0,1,0,0,3,29,42,1,Men_Welterweight,0,1,0,0,0,0,0,0,1543.8789913132396
2069,Antonio Silva,1,0,0,0,0,0.5,0.6666666666666666,2,0,1,0.5,22,28,4,0,3,0.75,31,53,0,0,0,0,0,1,132,0,0,0,1,0,0,0,0,1,1,1,3,28,53,0,Men_Heavyweight,0,0,0,0,0,0,0,0,1490.0297211982252
2061,Bart Palaszewski,0,1,0,0,0,1,0.25757575757575757,66,0,17,0.25757575757575757,15,6,66,0,17,0.25757575757575757,15,6,0,0,0,0,0,0,223,0,1,0,0,0,0,0,0,2,2,1,6,73,181,1,Men_Featherweight,0,0,0,1,0,0,0,0,1501.0125658696786
2063,Carlo Prater,0,0,0,0,1,0.9104477611940298,0.46875,61,0,27,0.4426229508196721,45,68,67,0,33,0.4925373134328358,47,116,1,3,0,0,4,3,143,0,1,0,0,0,0,0,0,1,3,1,3,68,116,0,Men_Lightweight,0,0,0,0,0,0,0,0,1500.4326170029187
2065,Danny Castillo,0,0,0,1.4,0.2,0.6680754661265244,0.6392231920987121,68.2,15.6,37.4,0.5826284108611309,26.2,15.4,96.8,18.6,63,0.6766243873029643,27.4,33.8,0,9.4,4,0.49848484848484853,2.4,1.4,153,0,1,0,0,0,0,0,0,5,6,1,15,94,179,4,Men_Lightweight,0,3,0,1,0,0,0,0,1537.529630310543
2060,Darren Uyenoyama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Flyweight,0,0,0,0,0,0,0,0,1512.0504702906808
2061,Diego Nunes,1,0.25,0,0,0,0.945658773527626,0.4924647433301981,104.25,-3.5,50.75,0.48269663894663895,51,49.25,110.75,-26,56.5,0.501465368268647,59.25,84.75,0,1,0.5,0.25,11,3.5,174,0,2,0,0,0,0,0,0,4,10,2,12,197,316,2,Men_Featherweight,0,2,0,0,0,0,0,0,1502.049537694218
2062,Jacob Volkmann,1,0,0,4.5,0.16666666666666666,0.5119760172613451,0.5502514026080405,48.5,-3.1666666666666665,18.833333333333332,0.38677479957637156,24.333333333333332,19.666666666666668,96.33333333333333,5.833333333333333,60.666666666666664,0.6212269057427949,26.166666666666668,41.666666666666664,2,5.833333333333333,3.8333333333333335,0.6595238095238095,1.3333333333333333,1.3333333333333333,132,0,0,0,0,0,0,1,0,6,5,1,18,99,220,5,Men_Lightweight,0,5,0,0,0,0,0,0,1527.362915630135
2068,Jake Ellenberger,1,1,0,0.625,0.75,0.7558590401112252,0.5196237291314445,57.375,6.25,26.75,0.470757960630014,33.625,16.25,81.875,-4.75,46.25,0.5523318740312655,38.125,63.25,0.75,3.875,2.375,0.6330357142857144,1.375,0.25,126,0,1,0,1,0,0,0,0,8,1,2,26,116,354,6,Men_Welterweight,0,2,0,3,0,0,0,1,1551.401494450073
2068,Jay Hieron,0,0,2,0,0,1,0.5555555555555556,9,0,5,0.5555555555555556,9,24,9,0,5,0.5555555555555556,9,37,0,3,0,0,1,0,2559,0,0,0,1,0,0,0,1,2,0,2,6,38,100,0,Men_Welterweight,0,0,0,0,0,0,0,0,1475.899036953059
2067,John Dodson,1,0,0,0,0,0.9872881355932204,0.34754797441364604,233,0,80,0.34334763948497854,146,79,236,0,83,0.3516949152542373,146,81,0,4,2,0.5,5,0,153,0,0,0,0,0,0,0,0,1,0,0,3,79,81,1,Men_Flyweight,0,1,0,0,0,0,0,0,1524.5504702906808
2066,Josh Neer,0,0.125,0.125,0.25,0.125,0,0,51.875,-1,23.875,0.3029654565526446,38.75,27.375,65,-12.625,36.25,0,42.75,52.625,0.625,1.375,0.375,0.20833333333333331,1.125,1.875,119,0,1,0,1,0,0,2,0,8,14,4,24,236,453,4,Men_Welterweight,0,1,0,0,0,0,2,1,1495.549085177784
2067,Jussier Formiga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Flyweight,0,0,0,0,0,0,0,0,1500
2066,Justin Edwards,1,0,0,4,0,0.6484126984126984,0.5705848458657448,84.33333333333333,-5,41.666666666666664,0.4983257229832572,41,52,131,-9.666666666666666,80,0.6174603174603175,45.666666666666664,96.66666666666667,0.6666666666666666,17.666666666666668,5.333333333333333,0.2846153846153846,0,1.6666666666666667,335,0,2,0,0,0,0,0,0,3,10,2,9,126,247,1,Men_Welterweight,0,1,0,0,0,0,0,0,1487.9333565869763
2063,Marcus LeVesseur,1,0,0,2,0,0.9333333333333333,0.5172413793103449,14,0,7,0.5,6,1,15,0,8,0.5333333333333333,6,10,1,2,2,1,0,0,143,0,0,0,0,0,0,1,0,1,0,1,3,1,10,0,Men_Lightweight,0,0,0,0,0,0,0,0,1487.0608309978088
2065,Michael Johnson,1,0.6,0,0,0.6,0.9240953091154435,0.4448345935535608,71.8,2.8,31.8,0.4231770984337853,29.2,27.8,78.2,-0.8,38.2,0.46449856184084376,30.8,41.8,0,0.8,0.4,0.4,6.8,1.4,153,0,1,0,0,0,0,1,0,5,4,2,15,152,197,3,Men_Lightweight,0,2,0,1,0,0,0,0,1514.741700652101
2064,Mike Pierce,1,0.1111111111111111,0,1.3333333333333333,0,0.6066789311015965,0.5846636034138634,89.33333333333333,7.333333333333333,38.888888888888886,0.4706332473464918,48.666666666666664,28.88888888888889,145.33333333333334,29.77777777777778,91.55555555555556,0.6446105300047112,51.111111111111114,50.666666666666664,0.3333333333333333,6,3,0.4230639730639731,1.7777777777777777,0.7777777777777778,119,0,3,0,0,0,0,0,0,9,7,3,27,266,457,6,Men_Welterweight,0,4,0,1,0,0,1,0,1539.5580900224568
2060,Phil Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Flyweight,0,0,0,0,0,0,0,0,1500
2062,Shane Roller,0,0.4,0.4,0.4,0.4,0.963994038748137,0.2749412400007648,75.4,-5.2,23.8,0.26857028669990113,46.6,29.8,79.2,-13.2,27.2,0.2804724876113679,46.6,40.8,0.4,3.4,0.4,0.08333333333333333,0,1,90,0,1,0,1,0,0,1,0,5,4,3,15,162,244,2,Men_Lightweight,0,1,0,1,0,0,0,0,1489.4294526283188
2069,Travis Browne,0,0.6,0,2,0,0.8799397104293212,0.4478998999822295,58.4,-3.2,24.4,0.42261257738677094,21.8,20.4,66.4,-7.2,31.2,0.4688982101497029,22.4,35.8,0.4,1.4,1.2,0.5333333333333333,0.4,0,167,0,1,0,0,0,0,0,0,5,0,1,15,96,178,4,Men_Heavyweight,0,1,0,2,0,0,1,0,1561.5771024967703
2081,Anderson Silva,1,1,0,0,0,1,1,13,0,13,1,3,0,13,0,13,1,3,0,0,0,0,0,0,0,1162,0,0,0,0,0,0,0,0,2,0,0,6,3,4,2,Men_Heavyweight,0,0,0,2,0,0,0,0,1666.8863466860107
2080,Antonio Rodrigo Nogueira,1,0.42857142857142855,1,2.7142857142857144,0.42857142857142855,0.8097621952615113,0.40347345265675205,71.57142857142857,-9,27.571428571428573,0.34657280376265337,64.42857142857143,32.57142857142857,101.14285714285714,1.1428571428571428,52.285714285714285,0.4380761328777744,65.42857142857143,45.714285714285715,1.1428571428571428,3.2857142857142856,1.4285714285714286,0.2545454545454546,0.14285714285714285,0.14285714285714285,308,0,0,0,2,0,0,1,0,7,2,3,25,203,280,4,Men_Heavyweight,0,2,0,1,0,0,1,0,1521.6498499184052
2071,Chris Camozzi,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8757284915648346,0.5368369362119362,89,4.5,44.666666666666664,0.5116019273599061,50.666666666666664,32.333333333333336,101.83333333333333,5,55.166666666666664,0.5524467570179178,53,42.833333333333336,0.5,3,0,0,1.5,1.8333333333333333,113,0,1,0,0,0,0,1,0,6,11,2,18,179,249,4,Men_Middleweight,0,2,0,0,0,0,1,1,1523.7592220536374
2070,Cristiano Marcello,1,0,0,0,0,0.9782608695652174,0.42857142857142855,90,0,39,0.43333333333333335,60,33,92,0,39,0.42391304347826086,61,42,0,2,0,0,0,0,134,0,0,0,1,0,0,0,0,1,0,1,3,33,42,0,Men_Lightweight,0,0,0,0,0,0,0,0,1487.5
2080,Dave Herman,0,0.6666666666666666,0.3333333333333333,0,0,0.9669966996699669,0.6189006265148397,88.66666666666667,7,53.666666666666664,0.6116741741741741,35.333333333333336,38.333333333333336,92,8,57,0.6257693336901258,39.333333333333336,51.333333333333336,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,140,0,0,0,2,0,0,0,0,3,2,2,9,83,121,1,Men_Heavyweight,0,0,0,1,0,0,0,0,1488.4101688396304
2076,Demian Maia,1,0,0,1,0,0.3333333333333333,1,1,0,1,1,0,8,3,0,3,1,0,8,0,3,1,0.3333333333333333,0,0,98,0,0,0,0,0,0,0,0,1,0,0,3,8,8,1,Men_Welterweight,0,0,0,1,0,0,0,0,1566.0803224506471
2073,Diego Brandao,1,1,1,1,0,0.9069767441860465,0.5121951219512195,39,0,19,0.48717948717948717,53,25,43,0,23,0.5348837209302325,53,31,1,1,1,1,0,1,140,0,1,0,0,0,0,0,0,2,2,1,6,61,146,1,Men_Featherweight,0,0,0,0,0,0,1,0,1500.405046682901
2078,Erick Silva,0,0.6666666666666666,0,0,0,0.7676767676767677,0.6,9.333333333333334,0,5.333333333333333,0.562962962962963,2,2.6666666666666665,12.333333333333334,0.6666666666666666,8,0.6303030303030303,2,2.6666666666666665,0,0,0,0,0.6666666666666666,0,127,0,0,1,0,0,0,0,0,3,1,1,9,7,18,2,Men_Welterweight,0,0,0,1,0,0,1,0,1513.0408670781094
2079,Fabio Maldonado,0,0.6666666666666666,0,2.6666666666666665,0.3333333333333333,0.6996204278812974,0.7040004173554663,130,13.333333333333334,85.33333333333333,0.662940379403794,65.33333333333333,64.33333333333333,185.66666666666666,28.333333333333332,136,0.7332834905298674,68.33333333333333,75.33333333333333,2,1.3333333333333333,0.6666666666666666,0.3333333333333333,3.6666666666666665,1.6666666666666667,151,0,2,0,0,0,0,0,0,3,6,2,9,180,232,1,Men_Heavyweight,0,0,0,1,0,0,0,0,1488.0717459620475
2074,Francisco Trinaldo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Lightweight,0,0,0,0,0,0,0,0,1512.5
2074,Gleison Tibau,1,0.13333333333333333,0.06666666666666667,3.933333333333333,0.06666666666666667,0.6291477493149241,0.5063907037672496,63.86666666666667,-1.2666666666666666,22,0.3872542496247438,38.46666666666667,19.6,101.6,9.733333333333333,55.2,0.5636949995546432,39.53333333333333,44.06666666666667,0.8,6.6,4.266666666666667,0.6645299145299147,2.066666666666667,0.26666666666666666,98,0,4,0,0,0,0,1,0,15,4,5,45,307,578,10,Men_Lightweight,0,6,0,1,0,0,3,0,1545.6250999140275
2079,Glover Teixeira,1,0,0,1,0,0.6122448979591837,0.5316455696202531,30,0,15,0.5,14,5,49,0,27,0.5510204081632653,14,5,1,0,0,0,1,0,140,0,0,0,0,0,0,0,0,1,0,0,3,5,5,1,Men_Heavyweight,0,0,0,0,0,0,1,0,1513.353052935729
2073,Joey Gambino,0,0,0,0,0,1,0.3333333333333333,15,0,5,0.3333333333333333,4,12,15,0,5,0.3333333333333333,5,27,0,2,0,0,2,1,113,0,0,0,0,0,0,1,0,1,1,1,3,12,27,0,Men_Featherweight,0,0,0,0,0,0,0,0,1488.438718169094
2078,Jon Fitch,1,0.2,0.2,2.6,0.13333333333333333,0.4235039156809197,0.6841066414281233,71.86666666666666,10.533333333333333,36.13333333333333,0.5236880155762756,28,22.933333333333334,174.26666666666668,71.73333333333333,129.93333333333334,0.7463838059818091,29.533333333333335,39.2,0.6666666666666666,6.266666666666667,3.3333333333333335,0.5501635401635402,1.4,1.1333333333333333,288,0,2,0,1,0,0,0,0,15,16,3,47,326,570,12,Men_Welterweight,0,8,0,1,0,0,3,0,1625.1132843123303
2071,Luiz Cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Middleweight,0,0,0,0,0,0,0,0,1499.8877828745985
2077,Phil Davis,1,0,0,7.142857142857143,0,0.6912278194316979,0.547981075931148,98.42857142857143,24.857142857142858,42.142857142857146,0.4951208276349573,30.571428571428573,12.714285714285714,136.85714285714286,45.142857142857146,73.85714285714286,0.5827859624493241,31.857142857142858,21,0.7142857142857143,5.571428571428571,2.5714285714285716,0.5765512265512266,1.1428571428571428,0.42857142857142855,70,1,1,0,0,0,0,0,0,7,3,2,23,86,145,5,Men_Heavyweight,0,3,0,0,0,0,2,0,1534.2194422665743
2072,Renee Forte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Welterweight,0,0,0,0,0,0,0,0,1500
2070,Reza Madadi,0,0,0,3,0,0.5,1,1,0,1,1,28,36,2,0,2,1,28,44,1,7,3,0.42857142857142855,2,0,182,0,0,0,0,0,0,0,0,1,0,0,3,36,44,1,Men_Lightweight,0,0,0,0,0,0,1,0,1512.5
2076,Rick Story,0,0.1,0,1.5,0.7,0.7356002919731324,0.4714718492118174,105.7,15.6,40.8,0.38528326208602415,50.6,23.9,138.8,23.5,72.2,0.5285370164708446,51.6,52.4,1.8,5.4,2.8,0.6235714285714286,3.7,2.6,113,0,3,0,0,0,0,0,0,10,22,3,30,226,443,7,Men_Welterweight,0,5,0,1,0,0,1,0,1549.2131684385145
2075,Rony Jason,1,0,0,0,0,0.76,0.5454545454545454,76,0,36,0.47368421052631576,51,32,100,0,60,0.6,55,74,0,2,0,0,4,0,112,0,0,0,0,0,0,0,0,1,0,0,3,32,74,1,Men_Featherweight,0,1,0,0,0,0,0,0,1512.5
2075,Sam Sicilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Featherweight,0,0,0,0,0,0,0,0,1512.5
2072,Sergio Moraes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men_Welterweight,0,0,0,0,0,0,0,0,1487.5
2081,Stephan Bonnar,0,0.14285714285714285,0.07142857142857142,1.7857142857142858,0.21428571428571427,0.6910533562269529,0.5116392375151083,84.85714285714286,-4.357142857142857,33.42857142857143,0.41003970579815247,44.142857142857146,38.5,119.5,4.214285714285714,64.85714285714286,0.5597132130742414,45.357142857142854,55.285714285714285,0.8571428571428571,2.2857142857142856,0.9285714285714286,0.19727891156462585,2.7142857142857144,1.7142857142857142,329,0,5,0,0,0,0,0,1,14,22,6,42,482,716,8,Men_Heavyweight,0,4,0,2,0,0,2,0,1528.7932004882591
2077,Wagner Prado,0,0,0,0,0,0.9411764705882353,0.15151515151515152,16,0,2,0.125,8,4,17,0,3,0.17647058823529413,8,4,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,1,0,1,3,4,4,0,Men_Heavyweight,0,0,0,0,0,0,0,0,1514.2319666039443
2084,Alex Caceres,1,0,0.3333333333333333,2.6666666666666665,0,0.8998995105189795,0.6131753624800682,145.66666666666666,26,86.33333333333333,0.5967971070644452,36,29.666666666666668,159,27.333333333333332,98.66666666666667,0.6271191934908749,37.333333333333336,36.333333333333336,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,122,0,1,0,0,0,0,0,0,3,4,1,9,72,137,2,Men_Bantamweight,0,1,0,0,0,0,1,0,1488.3378863729654
